도서관명,시도명,시군구명,도서관유형,휴관일,운영시작시각,운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자
오산시 양산도서관,경기도,오산시,공공도서관,"""신정, 설연휴, 추석연휴, 매월 셋째 월요일""",7:00,0:00,314,53070,49,801,5,14,경기도 오산시 양산로 410번길 34 (양산동),오산시,031-8036-6143,1113,2184.77,http://www.osanlibrary.go.kr/yangsan/main.do,37.1942201,127.0322247,2016-07-31
오산시 초평도서관,경기도,오산시,공공도서관,"""신정, 설연휴, 추석연휴, 매월 첫째 월요일""",7:00,0:00,235,38869,49,554,5,14,경기도 오산시 발안로 1353-11 (누읍동),오산시,031-8036-6142,1751,1290.71,http://www.osanlibrary.go.kr/chopyeong/main.do,37.1424489,127.0465581,2016-07-31
오산시 청학도서관,경기도,오산시,공공도서관,"""신정, 설연휴, 추석연휴, 매월 셋째 월요일""",7:00,0:00,275,91516,48,549,5,14,경기도 오산시 청학로 65 (청학동),오산시,031-8036-6490,4005,1715.46,http://www.osanlibrary.go.kr/cheonghak/main.do,37.155031,127.0639449,2016-07-31
오산시 햇살마루도서관,경기도,오산시,공공도서관,"""신정, 설연휴, 추석연휴, 매월 첫째 월요일""",9:00,20:00,110,50116,41,0,5,14,경기도 오산시 오산로 132번길 28-6 (원동),오산시,031-8036-6500,1508.6,999.02,http://www.osanlibrary.go.kr/hatsalmaru/main.do,37.1384776,127.0718335,2016-07-31
원당도서관,경기도,고양시 덕양구,공공도서관,"""1,3번째 월요일 국가지정공휴일""",7:00,23:00,270,122059,97,3630,7,14,경기도 고양시 덕양구 호국로 790번길 49-9,고양시도서관센터,031-8075-9259,4310,1552.6,http://www.goyanglib.or.kr,37.65629421,126.8388592,2016-09-20
풍동도서관,경기도,고양시 일산동구,공공도서관,"""1,3번째 월요일 국가지정공휴일""",9:00,22:00,0,92198,163,1793,7,14,경기도 고양시 일산동구 숲속마을로 108,고양시도서관센터,031-8075-9148,51109.3,1574.13,http://www.goyanglib.or.kr,37.67072838,126.797125,2016-09-20
식사도서관,경기도,고양시 일산동구,공공도서관,"""2,4번째 월요일 국가지정공휴일""",7:00,23:00,194,60961,167,1425,7,14,경기도 고양시 일산동구 위시티2로 43-6,고양시도서관센터,031-8075-9190,2400,3775.72,http://www.goyanglib.or.kr,37.67621201,126.8159725,2016-09-20
백석도서관,경기도,고양시 일산동구,공공도서관,"""1,3번째 월요일 국가지정공휴일""",7:00,23:00,234,150802,141,3680,7,14,경기도 고양시 일산동구 일산로 118,고양시도서관센터,031-8075-9090,4347.7,4030.5,http://www.goyanglib.or.kr,37.64721753,126.7936264,2016-09-20
마두도서관,경기도,고양시 일산동구,공공도서관,"""2,4번째 월요일 국가지정공휴일""",7:00,23:00,397,183250,166,5706,7,14,경기도 고양시 일산동구 일산로 355,고양시도서관센터,031-8075-9067,36029.3,3756.7,http://www.goyanglib.or.kr,37.66671557,126.7820569,2016-09-20
아람누리도서관,경기도,고양시 일산동구,공공도서관,"""1,3번째 월요일 국가지정공휴일""",9:00,22:00,0,188677,224,2205,7,14,경기도 고양시 일산동구 중앙로 1286 아람누리도서관동,고양시도서관센터,031-8075-9038,54239.4,4457.07,http://www.goyanglib.or.kr,37.66148641,126.7744561,2016-09-20
대화도서관,경기도,고양시 일산서구,공공도서관,"""1,3번째 월요일 국가지정공휴일""",7:00,23:00,190,135041,166,2012,7,14,경기도 고양시 일산서구 일산로 689,고양시도서관센터,031-8075-9130,3944,3901.82,http://www.goyanglib.or.kr,37.68102185,126.7539417,2016-09-20
한뫼도서관,경기도,고양시 일산서구,공공도서관,"""2,4번째 월요일 국가지정공휴일""",7:00,23:00,129,137501,202,1675,7,14,경기도 고양시 일산서구 탄중로 284,고양시도서관센터,031-8075-9115,26167,4159.54,http://www.goyanglib.or.kr,37.69355743,126.7762593,2016-09-20
덕이도서관,경기도,고양시 일산서구,공공도서관,"""1,3번째 월요일 국가지정공휴일""",7:00,23:00,168,56630,148,1219,7,14,경기도 고양시 일산서구 하이파크로 128,고양시도서관센터,031-8075-9320,45821.6,2956.88,http://www.goyanglib.or.kr,37.70294924,126.7545541,2016-09-20
삼송도서관,경기도,고양시 덕양구,공공도서관,"""1,3번째 월요일 국가지정공휴일""",7:00,23:00,110,30256,125,164,7,14,경기도 고양시 덕양구 덕수천1로 73,고양시도서관센터,031-8075-9360,45016,3836.142,http://www.goyanglib.or.kr,37.64886271,126.8848539,2016-09-20
신원도서관,경기도,고양시 덕양구,공공도서관,"""2,4번째 월요일 국가지정공휴일""",7:00,23:00,170,38780,164,644,7,14,경기도 고양시 덕양구 신원2로 24 제1동,고양시도서관센터,031-8075-9340,14983,3982.89,http://www.goyanglib.or.kr,37.66638285,126.8863592,2016-09-20
화정도서관,경기도,고양시 덕양구,공공도서관,"""2,4번째 월요일 국가지정공휴일""",7:00,23:00,530,188035,194,2798,7,14,경기도 고양시 덕양구 은빛로 77번길 8,고양시도서관센터,031-8075-9215,4149.3,4580.1,http://www.goyanglib.or.kr,37.63783607,126.8371044,2016-09-20
행신도서관,경기도,고양시 덕양구,공공도서관,"""1,3번째 월요일 국가지정공휴일""",7:00,23:00,342,154661,157,1705,7,14,경기도 고양시 덕양구 행당로 33번길 25-6,고양시도서관센터,031-8075-9239,3132,2384.3,http://www.goyanglib.or.kr,37.62075898,126.8283382,2016-09-20
한라도서관,제주특별자치도,제주시,공공도서관,"""매주 수요일, 설날연휴, 추석연휴, 12월 31일, 1월 1일""",8:00,22:00,332,148838,318,7409,5,15,제주특별자치도 제주시 오남로 221,제주특별자치도청,064-710-8666,22820,4501,http://lib.jeju.go.kr/,33.476205,126.516132,2014-06-30
우당도서관,제주특별자치도,제주시,공공도서관,"""매주 월요일, 설날연휴, 추석연휴, 12월 31일, 1월 1일""",9:00,22:00,1305,225091,449,27044,5,15,제주특별자치도 제주시 사라봉동길 30,제주시청,064-728-8330,24389,6609,http://woodang.jejusi.go.kr,33.516469,126.548721,2014-06-30
제주시기적의도서관,제주특별자치도,제주시,공공도서관,"""매주 월요일, 설날연휴, 추석연휴, 12월31일, 1월1일""",9:00,18:00,150,50951,80,3341,5,15,제주특별자치도 제주시 동광로12길 19,제주시청,064-728-8560,2126,728,,33.501843,126.535668,2014-06-30
탐라도서관,제주특별자치도,제주시,공공도서관,"""매주 금요일, 설날연휴, 추석연휴, 12월 31일, 1월 1일""",9:00,22:00,863,182200,341,15222,5,15,제주특별자치도 제주시 정원로 50,제주시청,064-742-7395,17534,4221,http://tamnalib.jejusi.go.kr:8085,33.483835,126.477005,2014-06-30
애월도서관,제주특별자치도,제주시,공공도서관,"""매주 금요일, 설날연휴, 추석연휴, 12월 31일, 1월 1일""",8:00,22:00,155,56877,16,2005,5,15,제주특별자치도 제주시 애월읍 일주서로 6339,제주시청,064-799-8488,3554,1447,http://tamna.jejusi.go.kr/,33.463602,126.331352,2014-06-30
조천도서관,제주특별자치도,제주시,공공도서관,"""매주 금요일, 설날연휴, 추석연휴, 12월 31일, 1월 1일""",9:00,22:00,125,53489,50,2269,5,15,제주특별자치도 제주시 조천읍 일주동로 1189,제주시청,064-728-8571,9336,1231,,33.537672,126.667634,2014-06-30
한경도서관,제주특별자치도,제주시,공공도서관,"""매주 금요일, 설날연휴, 추석연휴, 12월 31일, 1월 1일""",8:00,22:00,124,44224,21,1077,5,15,제주특별자치도 제주시 한경면 신한로 13,제주시청,064-728-8603,5852,1049,http://lib.jeju.go.kr/,33.350053,126.184593,2014-06-30
서귀포시삼매봉도서관,제주특별자치도,서귀포시,공공도서관,"""매주 목요일, 설날연휴, 추석연휴, 12월31일, 1월1일""",9:00,22:00,263,80853,15,2345,5,15,제주특별자치도 서귀포시 남성중로3번길 15,서귀포시청,064-733-1524,13189,1624,,33.244373,126.552142,2014-06-30
서귀포시중앙도서관,제주특별자치도,서귀포시,공공도서관,"""매주 화요일, 설날연휴, 추석연휴, 12월31일, 1월1일""",9:00,22:00,860,81489,24,6636,5,15,제주특별자치도 서귀포시 김정문화로 32,서귀포시청,064-739-1516,20882,3394,,33.251177,126.508123,2014-06-30
서귀포시동부도서관,제주특별자치도,서귀포시,공공도서관,"""매주 수요일, 설날연휴, 추석연휴, 12월31일, 1월1일""",9:00,22:00,208,46430,16,5004,5,15,제주특별자치도 서귀포시 일주동로 8232,서귀포시청,064-767-1526,9985,1372,http://lib.seogwipo.go.kr/,33.261775,126.608288,2014-06-30
서귀포시서부도서관,제주특별자치도,서귀포시,공공도서관,"""매주 월요일, 설날연휴, 추석연휴, 12월31일, 1월1일""",9:00,22:00,242,33573,20,1713,5,15,제주특별자치도 서귀포시 중문관광로 346,서귀포시청,064-739-9862,7927,1243,,33.250821,126.432371,2014-06-30
서귀포기적의도서관,제주특별자치도,서귀포시,공공도서관,"""매주 월요일, 설날연휴, 추석연휴, 12월31일, 1월1일""",8:00,19:00,280,45498,28,1953,5,15,제주특별자치도 서귀포시 일주동로 8593,서귀포시청,064-732-3251,16190,911,http://lib.jeju.go.kr/,33.2543478,126.5699445,2014-06-30
안덕산방도서관,제주특별자치도,서귀포시,공공도서관,"""매주 금요일, 설날연휴, 추석연휴, 12월31일, 1월1일""",9:00,18:00,148,58950,15,3322,5,15,제주특별자치도 서귀포시 안덕면 화순서서로 44,서귀포시청,064-794-2489,3306,1838,,33.2550768,126.3306645,2014-06-30
표선도서관,제주특별자치도,서귀포시,공공도서관,"""매주 금요일, 설날연휴, 추석연휴, 12월31일, 1월1일""",9:00,18:00,154,60169,20,2371,5,15,제주특별자치도 서귀포시 표선면 표선백사로110번길 17-10,서귀포시청,064-787-6488,5840,1926,,33.3239223,126.8385708,2014-06-30
성산일출도서관,제주특별자치도,서귀포시,공공도서관,"""매주 금요일, 설날연휴, 추석연휴, 12월31일, 1월1일""",9:00,18:00,122,68940,19,9909,5,15,제주특별자치도 서귀포시 성산읍 고성오조로 133,서귀포시청,064-783-4227,7007,2115,,33.4556963,126.9121171,2014-06-30
제주도서관,제주특별자치도,제주시,공공도서관,"""첫째, 셋째주 월요일, 1월1일, 설날, 추석""",9:00,22:00,485,216562,75,17417,5,15,제주특별자치도 제주시 연삼로 489,교육청,064-722-2997,24789,3324,http://www.jejulib.or.kr/,33.5000762,126.54117,2014-06-30
서귀포학생문화원도서관,제주특별자치도,서귀포시,공공도서관,"""첫째, 셋째주 월요일, 1월1일, 설날, 추석, 12월31일""",9:00,19:00,423,162824,104,2548,5,15,제주특별자치도 서귀포시 중앙로150번길 4-1,교육청,064-762-4307,30093,2613,http://www.sscclib.jeju.kr/,33.258675,126.562088,2014-06-30
한수풀도서관,제주특별자치도,제주시,공공도서관,"""국가 공휴일, 매주월요일, 개관기념일(12월3일), 12월31일""",9:00,18:00,227,97703,30,1306,5,15,제주특별자치도 제주시 한림읍 한림상로 240-11,교육청,064-796-0601,4274,2144.23,http://www.hsplib.go.kr/,33.420326,126.268513,2014-06-30
동녘도서관,제주특별자치도,제주시,공공도서관,"""매주 월요일, 국가 공휴일, 12월31일""",9:00,18:00,197,76913,32,3040,5,15,제주특별자치도 제주시 구좌읍 세화리 1198-1,교육청,064-782-5304,6704,2077.46,http://www.dnlib.or.kr/,33.52055,126.85455,2014-06-30
송악도서관,제주특별자치도,서귀포시,공공도서관,"""매주 월요일, 국가 공휴일, 12월31일""",9:00,18:00,208,88638,32,1460,5,15,제주특별자치도 서귀포시 대정읍 동일하모로149번길 12,교육청,064-794-3476,4017,1200,http://www.songaklib.or.kr/,33.2267069,126.2484894,2014-06-30
제남도서관,제주특별자치도,서귀포시,공공도서관,"""매주 월요일, 국가 공휴일, 12월31일, 개관기념일(6월11일)""",9:00,19:00,193,92570,37,2466,5,15,제주특별자치도 서귀포시 남원읍 남원체육관로 183,교육청,064-764-4651,4889,1919.34,http://www.jnlib.go.kr/,33.2795996,126.7049624,2014-06-30
화천교육도서관,강원도,화천군,공공도서관,매주 월요일,8:00,23:00,44,"""64,306""",17,"""4,977""",5,14,강원도 화천군 화천읍 상승로3길 22,화천교육지원청,033-441-6343,"""1,050""","""1,635""",http://lib.gwe.go.kr,38.107539,127.704273,2015-09-30
옥과공공도서관,전라남도,곡성군,공공도서관,"""매주 월요일, 일요일을 제외한 국가지정공휴일""",9:00,22:00,152,48078,40,433,5,14,전라남도 곡성군 옥과면 리문 4길 16,전라남도 곡성군청,061-363-1078,1811,995,http://library.gokseong.go.kr,35.2745396,127.1355696,2016-08-01
거창군립한마음도서관,경상남도,거창군,공공도서관,"""매주금요일, 국가지정공휴일""",9:00,22:00,404,101537,78,13883,5,14,경상남도 거창군 거창읍 거열로6길 11번지,경상남도 거창군청,055-940-8470,1538,2406,http://library.geochang.go.kr,35.689263,127.9043994,2016-10-17
남산타운문화체육센터어린이도서관,서울특별시,중구,공공도서관,"매주 월요일, 법정 공휴일",9:00,18:00,65,18712,18,200,5,14,서울특별시 중구 다산로32,서울특별시 중구청,02-2280-8486,577.6,274,www.e-junggulib.or.kr,37.5495464,127.0119265,2015-08-27
중구구립신당도서관,서울특별시,중구,공공도서관,"명절당일, 월요일",7:00,23:00,131,42237,56,878,5,14,서울특별시 중구 다산로38길 66-35,서울특별시 중구청,02-2280-8490,618,1557.4,www.e-junggulib.or.kr,37.561699,127.018932,2015-08-27
중구구립도서관,서울특별시,중구,공공도서관,"명절당일, 월요일",7:00,23:00,140,38579,50,1039,5,14,서울특별시 중구 동호로14길 18,서울특별시 중구청,02-2280-8470,486,965.95,www.e-junggulib.or.kr,37.556382,127.010793,2015-08-27
정보과학도서관,경기도,과천시,공공도서관,"""매주금요일, 국가지정공휴일""",9:00,22:00,540,310094,321,19643,5,14,경기도 과천시 중앙로 24,과천시 과천시청,02-2150-3008,24080,10027,http://www.gclib.go.kr,37.4187291,126.9897092,2016-05-11
문원도서관,경기도,과천시,공공도서관,"""매주금요일, 국가지정공휴일""",9:00,22:00,110,47855,82,0,5,14,경기도 과천시 문원로 104,과천시 과천시청,02-2150-3080,1255,2538,http://www.gclib.go.kr,37.424736,127.0074163,2016-05-11
중앙도서관,충청남도,당진시,공공도서관,매주월요일 및 국가지정 공휴일,8:00,22:00,700,99402,91,2274,5,14,충청남도 당진시 중앙2로 132-30 (당진교육문화스포츠센터 내),충청남도 당진시청,041-360-6916,12931,4485,www.djecs.go.kr,36.8936538,126.632599,2016-06-10
합덕도서관,충청남도,당진시,공공도서관,매주월요일 및 국가지정 공휴일,9:00,22:00,200,46697,19,1231,5,14,충청남도 당진시 합덕읍 면천로 1578-1,충청남도 당진시청,041-362-4192,2421,987,www.djecs.go.kr,36.811625,126.7605331,2016-06-10
송악도서관,충청남도,당진시,공공도서관,매주월요일 및 국가지정 공휴일,9:00,22:00,177,50493,22,1187,5,14,충청남도 당진시 송악읍 틀모시로 840,충청남도 당진시청,041-350-4947,2734,997,www.djecs.go.kr,36.9081557,126.6920185,2016-06-10
평택시립도서관,경기도,평택시,공공도서관,"""매월 2,4번째 월요일/국가지정공휴일""",8:00,24:00:00,554,210099,113,60856,10,14,경기도 평택시 비전로 27,경기도 평택시청,031-8024-5553,2210,2616,http://www.ptlib.net,36.99574044,127.0936728,2016-07-31
팽성도서관,경기도,평택시,공공도서관,"""매월 1,3번째 월요일/국가지정공휴일""",8:00,24:00:00,215,101874,83,7611,10,14,경기도 평택시 팽성읍 안정로95번길 15-25,경기도 평택시청,031-8024-5482,2000,969,http://www.ptlib.net,36.96485832,127.0517064,2016-07-31
안중도서관,경기도,평택시,공공도서관,"""매월 1,3번째 월요일/국가지정공휴일""",8:00,24:00:00,950,195182,92,9398,10,14,경기도 평택시 안중읍 서동대로 1531,경기도 평택시청,031-8024-8345,4841,4200,http://www.ptlib.net,36.98979906,126.9198827,2016-07-31
지산초록도서관,경기도,평택시,공공도서관,"""매월 2,4번째 월요일/국가지정공휴일""",8:00,24:00:00,489,127622,62,7183,10,14,경기도 평택시 지산로 48,경기도 평택시청,031-8024-7451,1741,2187,http://www.ptlib.net,37.07892949,127.0602589,2016-07-31
오성도서관,경기도,평택시,공공도서관,"""매월 1,3번째 월요일/국가지정공휴일""",10:00,19:00,172,23287,44,1347,10,14,경기도 평택시 오성면 오성새싹길 3,경기도 평택시청,031-8024-8561,853,729,http://www.ptlib.net,37.00760393,126.9797145,2016-07-31
장당도서관,경기도,평택시,공공도서관,"""매월 1,3번째 월요일/국가지정공휴일""",8:00,24:00:00,561,60904,77,4047,10,14,경기도 평택시 장당길 116,경기도 평택시청,031-8024-7465,5914,2813,http://www.ptlib.net,37.05279627,127.065197,2016-07-31
